Alk,SO4,Na,Mg,Ca,Si
247,17.0997264,143.905756,80.68692,136.1724,337.75872
303,15.3997536,149.105964,84.73608,146.1484,352.73472
180,33.2994672,139.605584,51.05892,65.8416,472.54272
186,37.0994064,134.805392,52.63908,101.2564,424.32
212,33.499464,145.205808,62.51508,110.7336,436.00128
193,26.8995696,145.205808,62.51508,111.7312,314.496
221,37.4994,139.605584,58.46592,112.23,281.24928
220,32.6994768,140.405616,64.98408,117.218,307.80672
212,23.2996272,158.706348,74.86008,134.676,319.488
177,33.6994608,136.105444,64.98408,129.688,286.24128
192,31.8994896,140.0056,68.34192,128.6904,296.22528
226,29.3995296,137.00548,65.87292,122.206,299.52
211,27.8995536,136.50546,66.663,125.6976,309.504
226,21.8996496,140.405616,68.34192,126.6952,324.48
170,24.1996128,119.604784,55.99692,115.7216,257.88672
169,31.6994928,117.00468,59.256,110.7336,261.28128
206,28.499544,145.705828,68.34192,124.7,291.23328
186,28.0995504,150.006,70.81092,128.1916,304.512
198,26.6995728,144.305772,70.81092,129.1892,316.19328
235,23.6996208,151.706068,73.27992,134.1772,326.17728
210,24.1996128,140.905636,72.39108,138.1676,304.512
173,32.2994832,109.104364,54.318,103.7504,231.32928
189,36.24942,107.3956,54.318,135.1748,251.29728
187,43.2993072,100.904036,60.93492,108.7384,211.36128
126,52.0991664,83.00332,53.52792,110.2348,166.43328
97,64.5989664,59.102364,40.29408,89.784,138.07872
104,55.20745,80.8728,46.088,96.7672,183.00672
122,55.7991072,87.803512,53.52792,118.7144,187.99872
137,46.8992496,105.704228,52.63908,112.23,232.92672
211,26.6995728,128.705148,69.132,124.2012,314.496
176,29.1995328,123.00492,70.81092,124.7,304.512
228,24.9996,137.405496,77.32908,132.182,336.16128
268,16.6997328,126.50506,70.81092,119.2132,364.416
263,19.3996896,129.605184,73.27992,122.7048,305.21088
262,18.999696,136.50546,76.539,135.6736,315.29472
292,15.3997536,178.307132,84.73608,157.6208,330.27072
209,62.8989936,149.605984,79.79808,129.1892,306.70848
228,63.0989904,148.705948,92.14308,154.1292,314.19648
211,77.2987632,139.105564,93.03192,155.6256,299.32032
194,99.5984064,128.305132,91.353,156.6232,274.56
162,121.498056,117.00468,89.67408,156.1244,249.79968
83,163.297387,85.703428,90.56292,143.1556,259.78368
37,222.296443,47.801912,93.03192,190.0428,92.55168
28,223.996416,43.00172,94.61208,199.0212,77.07648
38,200.196797,63.00252,80.68692,188.5464,105.63072
68,178.997136,88.303532,78.21792,161.6112,144.56832
108,122.098046,119.604784,74.86008,142.6568,217.45152
125,112.898194,125.205008,74.86008,140.1628,238.31808
128,107.698277,127.805112,74.86008,137.6688,240.91392
150,96.6984528,132.605304,74.07,133.1796,253.89312
149,89.1985728,136.105444,73.27992,131.6832,264.27648
159,90.5985504,136.105444,72.39108,126.1964,261.78048
162,88.2985872,139.605584,73.27992,129.688,266.87232
160,82.6986768,140.905636,74.86008,133.6784,248.80128
156,82.8986736,141.305652,73.27992,127.194,274.75968
176,75.3987936,143.905756,74.07,131.6832,282.5472
181,73.0988304,145.205808,72.39108,124.2012,285.24288
185,75.7987872,145.705828,73.27992,125.1988,279.85152
189,71.8988496,147.805912,74.86008,130.1868,285.24288
186,68.6989008,150.406016,74.07,129.1892,295.5264
301,13.2997872,169.106764,93.822,177.5728,332.86656
276.3,16.8997296,162.206488,91.353,170.0908,341.65248
302,15.5997504,164.806592,97.96992,150.1388,368.30976
250,69.7988832,134.805392,85.62492,171.0884,254.89152
338,14.7997632,163.50654,79.79808,152.134,377.19552
310.5,13.0997904,161.706468,79.008,152.134,420.8256
338,10.1998368,170.0068,74.86008,144.652,401.856
342,9.99984,173.906956,76.539,150.1388,420.8256
294,28.2995472,176.50706,88.09392,154.628,364.9152
343,10.999824,182.607304,90.56292,168.0956,400.3584
316,12.2998032,180.0072,84.73608,151.1364,416.832
282,26.1995808,165.706628,81.477,146.6472,384.08448
321,18.999696,179.607184,85.62492,154.628,389.57568
339,10.5998304,156.528,70.81092,151.1364,381.888
337,9.7998432,173.00692,87.20508,185.5536,386.88
340,10.5998304,177.407096,81.477,172.086,397.06368
274,36.8994096,153.00612,75.74892,164.604,202.97472
334,9.99984,175.207008,81.477,153.6304,175.41888
363,10.2078367,181.311252,92.9993292,172.086,392.8704
325,24.1666133,176.964078,89.7066708,165.6016,347.14368
359,17.49972,182.181287,97.9373292,174.58,382.68672
353,10.8328267,173.484939,83.1233292,140.6616,379.69152
350,10.62483,174.789991,83.1233292,143.1556,382.18752
340,10.2078367,179.572183,90.5303292,149.1412,359.424
320,19.1666933,177.833113,80.6543292,137.17,367.11168
335,22.49964,172.180887,79.8306708,127.6928,372.10368
321,24.9996,170.441817,76.539,120.7096,354.432
287,29.7915233,182.1812,84.7686708,133.1796,372.10368
301,31.6664933,174.789991,73.2473292,119.2132,374.59968
295,31.6664933,176.094043,75.7163292,121.2084,372.10368
294,31.4574967,175.659026,75.7163292,120.7096,372.10368
296,31.0415033,175.659026,76.539,119.712,364.61568
296,30.8325067,176.964078,77.3616708,121.2084,369.60768
308,23.9576167,176.094043,77.3616708,125.6976,361.92
318,11.4578167,174.354974,67.4856708,104.748,374.59968
217,56.87409,166.528661,64.194,91.2804,300.31872
276,30.8325067,170.0068,68.3093292,98.7624,335.4624
254,41.0413433,175.659026,68.3093292,101.7552,330.4704
315,15.62475,172.180887,69.132,105.7456,365.61408
194,78.74874,168.702748,68.3093292,90.7816,285.34272
206,77.9157533,174.789991,69.9546708,94.2732,302.81472
262,43.9572967,173.919957,65.8403292,94.2732,345.4464
325,12.4998,167.397696,67.4856708,105.2468,383.3856
329,11.87481,170.876835,69.132,107.242,157.04832
324,11.6668133,170.876835,64.194,113.7264,368.60928
248,25.62459,163.484539,57.6096708,85.7936,310.70208
253,29.37453,169.571783,69.132,104.2492,328.17408
215,54.1661333,173.484939,62.5476708,90.7816,303.21408
268.7,28.9575367,154.354174,70.7783292,131.6832,355.72992
259.7,24.9996,142.614704,68.3093292,110.7336,320.28672
283.3,22.49964,143.048722,74.8926708,125.1988,328.27392
206.3,37.0824067,140.440617,60.0786708,112.23,279.718733
103.9,87.7065967,95.6558261,52.6716708,102.254,160.909133
175.9,55.2071167,132.179287,58.4333292,111.7312,249.6
207.1,44.99928,136.962478,63.3713292,118.7144,279.718733
243.7,33.9574567,141.74467,65.0166708,122.206,284.710733
270.1,23.3326267,142.179687,65.0166708,110.2348,310.169933
216,36.0414233,134.353374,55.1406708,93.7744,272.064
168.8,50.8321867,122.613904,53.4953292,97.7648,219.648
139.8,63.74898,99.1339652,55.1406708,101.7552,180.377933
70.2,88.5405833,66.9596783,46.0883292,91.2804,110.489933
46.9,100.206397,52.6111044,43.6193292,85.7936,84.3648
38.5,97.9154333,46.9588783,38.6813292,87.29,76.5443328
50.8,96.4564567,57.828313,37.8576708,85.7936,98.5091328
64.3,90.8315467,68.2637304,41.1503292,90.2828,117.644467
61.2,93.3315067,64.7855913,40.3266708,89.2852,112.8192
74,84.1656533,72.176887,43.6193292,84.796,131.955533
97.8,74.1658133,89.1335652,39.504,83.7984,170.559667
108,71.24886,97.3948956,46.0883292,87.29,175.551667
113.9,68.5409033,93.9167565,43.6193292,89.784,180.377933
83.6,79.5817267,69.5677826,32.097,83.7984,146.432333
45.8,80.62371,58.2633304,34.566,76.3164,98.5091328
24.6,86.6656133,49.5669826,34.566,78.8104,61.7340672
22,88.5405833,46.5238609,33.7433292,70.3308,58.4064
27.4,91.24854,50.8720348,34.566,75.3188,71.3856
27.7,93.3315067,54.7851913,36.2123292,79.808,73.8816
27.3,93.3315067,53.4801391,35.3886708,76.8152,74.7132672
28.7,93.7485,56.9592783,37.8576708,81.3044,75.0467328
28,93.12351,53.9151565,35.3886708,74.82,75.5459328
28.6,93.7485,57.3932956,37.035,81.3044,77.5427328
28.6,94.1654933,55.2192087,36.2123292,68.8344,78.0419328
28.4,93.7485,54.7851913,36.2123292,77.8128,78.3744
28.5,94.7904833,55.2192087,36.2123292,66.8392,78.0419328
28.2,94.99848,57.3932956,37.8576708,80.3068,78.0419328
27.7,94.99848,58.2633304,38.6813292,84.796,77.5427328
27.6,94.5814867,54.7851913,36.2123292,75.8176,77.5427328
26.7,94.99848,54.7851913,35.3886708,70.8296,78.3744
27.5,95.2064767,58.6983478,39.504,85.2948,77.5427328
71.5,85.4156333,88.6995478,37.035,69.832,151.2576
74.5,81.4566967,88.2645304,37.035,81.8032,156.082867
158.1,47.9162333,119.134765,45.2646708,90.2828,229.632
191.5,39.1663733,127.831113,51.0263292,95.2708,262.08
201,28.3325467,131.74427,52.6716708,98.2636,257.088
177.2,39.5823667,122.613904,50.2026708,89.784,232.09472
124.4,58.3320667,96.0908435,43.6193292,90.2828,165.7344
102.8,65.8319467,92.6127044,39.504,84.796,165.7344
159.4,45.8322667,120.439817,46.911,90.2828,229.632
145.1,49.1662133,119.569783,46.911,97.7648,222.6432
124.1,51.87417,113.917557,47.7336708,92.278,195.353933
81.5,66.4569367,87.3944956,36.2123292,84.2972,141.440333
43.8,83.5406633,60.4374174,30.4506708,80.3068,88.1916672
54.8,81.0407033,65.6546261,32.097,77.314,109.824
75.2,67.2909233,84.3513739,33.7433292,72.326,143.936333
47.7,82.2906833,71.3068522,30.4506708,74.82,109.824
40.2,82.9156733,56.9592783,27.9816708,73.8224,90.5219328
49.2,83.5406633,72.176887,32.097,74.3212,109.824
60.5,80.2067167,81.7422696,33.7433292,73.3236,129.2928
57.2,78.9567367,80.4382174,32.097,74.3212,126.7968
45,79.99872,61.3064522,28.8053292,72.326,100.172467
37.3,82.0816867,60.4374174,27.159,71.3284,93.0179328
50.7,82.0816867,55.6542261,27.9816708,64.3452,78.2076672
28.2,82.2906833,53.9151565,27.159,58.3596,75.2124672
29.6,83.9566567,55.6542261,27.159,65.3428,79.872
44.3,88.5405833,67.828713,35.3886708,77.314,104.998733
46.5,89.37357,68.6987478,31.2743292,69.3332,109.824
40.1,90.8315467,76.0900435,34.566,66.8392,117.145267
45,89.5815667,77.3940956,31.2743292,69.3332,126.7968
47,87.0816067,83.0463217,36.2123292,72.326,134.118067
50.8,86.0406233,86.0904435,37.035,71.8272,138.944333
53.4,84.7906433,86.5254609,38.6813292,73.8224,143.936333
57.2,82.49868,89.1335652,37.035,72.326,148.7616
54.9,81.6656933,89.1335652,35.3886708,72.326,153.586867
66.5,80.62371,90.8736348,37.8576708,72.8248,158.578867
91.3,66.87393,101.308052,37.8576708,74.3212,185.535667
163.5,63.74898,106.091243,40.3266708,77.314,192.857933
165.7,43.5413033,124.352974,44.442,80.8056,252.5952
214.8,24.37461,134.353374,63.3713292,105.2468,280.467533
272.2,28.12455,137.396496,65.0166708,105.7456,290.651213
235.5,24.1666133,138.26653,82.2996708,104.748,245.174093
224.8,26.87457,135.657426,63.3713292,99.76,298.588493
206.2,26.24958,136.962478,56.787,86.2924,311.184307
221.8,28.74954,143.048722,60.9023292,94.2732,291.715507
214.7,27.9165533,136.527461,59.256,91.2804,194.171827
224.6,24.9996,136.962478,63.3713292,98.2636,296.807347
211.3,23.5416233,134.788391,61.725,93.2756,299.353267
216.5,27.9165533,133.483339,64.194,101.2564,289.169587
183.5,33.5414633,122.613904,57.6096708,91.7792,250.04928
208.2,29.5825267,130.440217,62.5476708,93.7744,284.09472
212.6,25.2075967,133.918357,60.0786708,93.2756,283.279027
197.2,27.0825667,194.790791,58.4333292,112.23,288.354893
234.2,24.9996,140.440617,65.8403292,107.7408,285.076147
218.9,24.5826067,181.311252,64.194,103.7504,291.5328
235.6,23.5416233,142.179687,66.663,113.2276,287.1232
78.9,74.79047,91.7428,41.15,66.8392,167.79776
223.3,27.0829,143.484,65.84,105.7456,277.03936
209.6,32.08282,141.7448,64.194,103.2516,272.01408
163.5,43.12431,119.57,59.256,97.7648,317.50784
143.1,53.95747,120.8744,54.318,89.784,187.43296
68.8,86.45695,77.3944,41.973,81.3044,119.12576
70.7,87.4986,72.1768,48.557,95.7696,165.35168
67.7,89.79023,75.6552,41.15,84.2972,119.12576
71.1,80.20705,78.6988,39.504,78.3116,128.81024
51,91.6652,71.3072,39.504,79.3092,102.23616
35.6,95.41514,54.35,38.681,81.3044,85.42976
40,93.12351,53.9152,41.15,82.8008,85.42976
38.6,81.45703,56.0892,34.566,62.8488,83.0336
32.9,94.99848,57.8284,37.035,69.832,85.42976
44.2,96.45679,66.0896,39.504,73.3236,109.47456
56.2,94.16516,81.3076,41.15,72.8248,125.18272
61.1,91.45687,88.2644,42.796,76.8152,138.528
68,84.99864,91.308,41.15,70.3308,148.2624
74,84.37365,95.656,41.973,75.3188,155.56736
76.1,80.41538,96.0908,41.15,72.326,162.9056
77.8,78.12375,96.9604,41.973,71.3284,165.35168
79.3,76.66544,92.1776,41.15,71.3284,165.35168
108.7,62.91566,113.048,83.946,69.832,187.43296
118.2,52.29083,116.0916,44.442,79.3092,217.08544
143.4,49.79087,132.1792,46.911,83.7984,222.04416
152.4,33.95779,120.0048,48.557,82.302,210.51264
175.7,34.37445,128.266,57.61,99.76,239.08352
141.9,41.666,112.1784,51.026,84.2972,200.62848
81.7,63.74898,80.438,40.327,80.8056,134.75072
76,66.6656,76.5248,35.389,77.8128,127.51232
86.4,63.74898,83.9164,41.15,84.796,146.848
93.4,61.87401,89.134,36.212,77.314,160.20992
150.4,40.83268,115.6568,50.203,88.7864,215.47136
107.7,52.91582,95.656,42.796,84.796,176.06784
86.7,64.99896,84.3512,39.504,83.7984,149.27744
90.6,63.74898,86.0904,41.15,82.8008,156.56576
101,61.45735,90.4384,41.15,81.8032,166.30016
107.6,55.62411,98.2648,41.973,80.8056,183.42272
115,55.83244,106.0912,45.265,85.2948,191.12704
184.3,33.95779,122.6136,59.256,98.2636,251.58016
165.5,36.66608,115.6568,53.495,94.2732,227.86816
124.7,42.91598,101.3084,47.734,78.8104,179.74528
91.3,44.37429,86.0904,36.212,63.8464,143.20384
78.3,47.29091,75.6552,36.212,60.3548,125.09952
73.3,49.37421,70.8724,37.858,60.8536,116.67968
84.8,56.87409,64.3504,39.504,66.8392,108.29312
64.6,62.91566,54.7848,43.619,75.8176,89.1904
48.4,68.33224,47.3932,40.327,69.832,72.3008
34.8,71.87385,40.0016,31.274,63.3476,59.27168
29.7,75.20713,34.3492,36.212,65.8416,57.408
27.4,76.24878,34.3492,36.212,67.338,43.96288
24.4,75.41546,28.6968,28.805,59.3572,42.73152
20.3,82.08202,32.61,30.451,59.3572,50.1696
26.7,85.83196,41.306,35.389,64.3452,70.02112
34.2,96.66512,51.3064,35.389,72.8248,93.96608
44.1,95.62347,61.7416,39.504,73.3236,115.4816
53.8,93.12351,67.8288,40.327,72.8248,129.92512
59,90.41522,73.4812,41.15,73.3236,139.57632
62.8,87.4986,76.9596,40.327,71.8272,149.27744
66.5,84.37365,79.5684,40.327,73.3236,156.56576
70,81.45703,81.7424,40.327,74.3212,157.78048
97.5,57.49908,98.6996,40.327,70.3308,190.79424
110.8,58.3324,105.6564,45.265,82.8008,184.23808
57.5,87.08194,68.2636,37.035,73.8224,117.87776
54.6,83.54033,76.9596,41.973,84.2972,120.8896
42.5,95.20681,57.3936,33.743,71.3284,98.72512
43.7,91.04021,67.394,41.973,86.2924,99.30752
30.9,97.49844,59.5676,40.327,86.7912,84.99712
34.5,92.49852,55.6544,37.035,79.808,82.60096
50,87.29027,65.6548,37.035,80.3068,116.08064
62.4,80.41538,78.264,39.504,81.3044,137.7792
73.3,75.62379,84.786,45.265,94.772,157.18144
80,71.66552,93.0472,45.265,88.2876,152.672
83.3,69.58222,93.0472,41.973,81.3044,157.0816
201.7,34.79111,132.1792,60.902,110.7336,248.4352
208.3,27.29123,135.6576,65.84,109.736,272.71296
223.7,28.95787,136.962,65.84,115.7216,285.94176
215.7,30.83284,149.5712,62.548,107.7408,275.85792
221.8,22.70797,143.9188,62.548,109.2372,293.81248
232.5,27.70789,144.3536,67.486,116.2204,299.15392
224.1,34.37445,131.3096,64.194,116.2204,277.93792
189,43.7493,124.7876,59.256,107.7408,252.14592
182.2,39.79103,125.6572,60.902,108.7384,244.57472
225.9,27.70789,147.3972,63.371,106.2444,277.93792
228.4,22.70797,135.2228,69.132,117.7168,304.54528
247.5,24.79127,138.2664,70.778,123.7024,315.4112
273.8,16.6664,143.0492,74.07,124.7,335.9616
230.6,37.29107,158.2672,70.778,107.7408,315.4944
294,14.79143,165.224,80.654,131.6832,346.24512
274.9,18.95803,163.9196,74.07,118.7144,346.24512
323,15.20809,208.704,78.185,130.6856,356.56192
302.4,13.95811,180.442,83.123,138.6664,361.73696
265.3,31.04117,138.7012,78.185,133.1796,341.10336
301.2,12.4998,170.8764,80.654,142.158,379.57504
360.2,11.45815,173.0504,83.123,149.64,387.44576
306.6,11.45815,170.8764,80.654,145.1508,400.62464
363.1,17.91638,261.3148,87.238,145.1508,433.18912
347.7,19.79135,244.3576,79.831,134.676,387.712
349.4,13.95811,214.3564,82.3,141.1604,406.3488
309.3,17.08306,146.0928,75.716,121.7072,387.712
309.1,11.87481,182.616,79.008,133.1796,382.3872
321.2,12.4998,175.2244,81.477,137.17,385.0496
319,15.83308,184.79,81.477,140.1628,382.3872
313.2,17.08306,180.442,80.654,138.6664,355.9296
276.4,26.24958,161.7456,75.716,129.688,319.488
170.7,70.8322,122.6136,61.725,108.2396,228.4672
150.5,116.03981,149.5712,69.955,119.2132,263.4112
188.2,112.28987,172.6156,72.424,125.1988,301.5168
183,109.16492,166.0936,71.601,125.6976,309.1712
149.5,103.54001,145.2232,62.548,109.2372,225.9712
116.5,126.45631,138.2664,61.725,103.7504,223.4752
117.5,104.78999,106.9608,65.017,108.2396,112.8192
53.5,120.20641,66.0896,58.433,107.7408,80.3712
26.4,131.87289,47.3932,57.61,121.7072,71.2192
20.3,134.78951,44.7844,55.964,125.1988,198.848
19.1,136.03949,45.654,55.964,130.1868,66.56
26.4,138.74778,54.35,57.61,133.1796,66.56
36.9,140.83108,72.1768,59.256,132.182,112.8192
112.3,117.08146,128.7008,63.371,125.1988,218.4832
244.8,61.87401,180.442,73.247,131.1844,335.1296
286.3,29.99952,180.8768,74.07,123.7024,350.7712
285.7,36.66608,179.1376,75.716,133.6784,371.7376
334.6,17.08306,216.0956,79.008,134.1772,409.0112
330.7,16.6664,173.4852,79.008,137.6688,398.3616
309.6,14.16644,176.094,75.716,125.6976,204.8384
332.7,17.91638,177.8332,78.185,139.664,397.696
331.5,11.04149,178.268,79.008,135.6736,215.1552
327.8,12.29147,173.0504,77.362,132.6808,403.6864
267.8,41.04101,160.0064,77.362,135.1748,345.6128
284.1,33.74946,166.5284,77.362,133.6784,361.2544
224.2,51.66584,144.3536,67.486,117.7168,304.1792
302.8,38.54105,176.9636,74.893,131.6832,204.8384
309.9,14.79143,175.6592,78.185,132.6808,383.3856
293.2,15.62475,163.9196,74.07,126.6952,362.0864
195.6,59.58238,137.3968,69.132,112.23,268.4032
190.1,61.45735,126.092,67.486,107.7408,258.2528
149.1,98.74842,126.9616,62.548,109.2372,233.1264
85.6,108.53993,95.656,55.141,103.7504,159.744
46,119.78975,62.1764,50.203,103.7504,109.9904
27.6,115.20649,47.3932,42.796,97.7648,89.1904
25.7,116.45647,53.9152,41.15,97.7648,93.8496
39.4,117.49812,66.5244,42.796,97.7648,112.32
60.3,118.12311,88.6992,47.734,100.7576,154.9184
151.3,98.33176,135.6576,55.964,104.2492,273.5616
199.8,70.62387,155.2236,60.902,106.2444,325.1456
160.2,66.45727,140.4404,52.672,92.7768,273.5616
95.3,70.20721,109.1348,38.681,66.3404,193.6896
94.7,58.54073,86.96,39.504,66.8392,159.744
60.3,76.04045,56.0892,38.681,74.82,107.6608
38.2,83.332,38.6972,35.389,72.8248,80.0384
26.9,81.45703,28.6968,30.451,68.3356,61.9008
21.3,76.87377,25.2184,29.628,67.338,43.7632
18.6,87.70693,30.436,29.628,70.8296,52.7488
9.5,98.95675,32.61,32.097,76.3164,57.2416
17.1,99.58174,38.2624,32.097,76.8152,66.3936
18.7,105.41498,47.3932,34.566,80.3068,66.3936
46.1,107.08162,85.2208,38.681,79.808,86.1952
28.4,109.58158,64.7852,36.212,81.8032,115.1488
18.4,105.41498,53.4804,32.097,78.3116,93.8496
15.4,104.165,49.5672,31.274,75.3188,46.7584
9.6,101.45671,43.48,27.982,68.3356,72.8832
14.8,101.87337,49.1324,28.805,71.3284,86.8608
22.6,103.54001,61.3068,32.097,72.8248,110.3232
40.7,104.78999,79.1336,36.212,77.314,146.0992
216.2,48.33256,153.9192,62.548,110.7336,337.1264
267.8,36.66608,187.8336,66.663,114.724,362.0864
32,109.78991,68.6984,37.035,80.3068,131.7888
274.4,35.83276,179.1376,70.778,112.7288,370.7392
218.9,26.66624,165.224,46.911,71.3284,306.3424
265.4,22.49964,168.7024,65.84,106.2444,352.6016
293.9,24.9996,171.3112,74.893,126.6952,373.2352
259.1,24.9996,163.4848,69.132,110.7336,362.2528
211.3,36.66608,143.9188,63.371,98.7624,306.6752
209.4,36.04109,130.44,69.132,103.7504,283.3792
96.7,77.29043,80.8728,47.734,91.7792,166.8992
86.6,81.2487,76.9596,46.088,92.7768,157.4144
284.6,19.99968,173.4852,77.362,125.1988,367.744
297,21.04133,169.1372,74.893,131.6832,367.5776
326.4,12.91646,172.1808,80.654,137.17,399.36
313.2,12.08314,163.05,75.716,121.7072,362.5856
306.5,18.54137,156.9628,74.07,122.206,349.6064
305.4,16.45807,162.1804,74.07,120.7096,352.1024
